NP_006752.1	NM_006761.4	1433E_HUMAN	P62258-1
NP_060773.3	NM_018303.5	A0A024QZT2_HUMAN	A0A024QZT2-1
XP_016866507.1	XM_017011018.1	A0A024QZT2_HUMAN	A0A024QZT2-1
XP_016866508.1	XM_017011019.1	A0A024QZT2_HUMAN	A0A024QZT2-1
XP_016866509.1	XM_017011020.1	A0A024QZT2_HUMAN	A0A024QZT2-1
XP_016866510.1	XM_017011021.1	A0A024QZT2_HUMAN	A0A024QZT2-1
XP_016866511.1	XM_017011022.1	A0A024QZT2_HUMAN	A0A024QZT2-1
XP_016866512.1	XM_017011023.1	A0A024QZT2_HUMAN	A0A024QZT2-1
XP_016866513.1	XM_017011024.1	A0A024QZT2_HUMAN	A0A024QZT2-1
NP_008927.1	NM_006996.2	A0A024R928_HUMAN	A0A024R928-1
NP_115663.2	NM_032287.2	Q9BQJ3_HUMAN	Q9BQJ3-1
NP_004705.1	NM_004714.2	A0A024R0I0_HUMAN	A0A024R0I0-1
XP_005259455.1	XM_005259398.4	A0A024R0I0_HUMAN	A0A024R0I0-1
NP_000295.1	NM_000304.3	Q6FH25_HUMAN	Q6FH25-1
NP_001268384.1	NM_001281455.1	Q6FH25_HUMAN	Q6FH25-1
NP_001268385.1	NM_001281456.1	Q6FH25_HUMAN	Q6FH25-1
NP_696996.1	NM_153321.2	Q6FH25_HUMAN	Q6FH25-1
NP_696997.1	NM_153322.2	Q6FH25_HUMAN	Q6FH25-1
NP_004471.4	NM_004480.4	Q546E0_HUMAN	Q546E0-1
NP_835368.1	NM_178155.2	Q546E0_HUMAN	Q546E0-1
NP_835369.1	NM_178156.2	Q546E0_HUMAN	Q546E0-1
NP_001265224.1	NM_001278295.1	Q49A14_HUMAN	Q49A14-1
NP_001265225.1	NM_001278296.1	Q49A14_HUMAN	Q49A14-1
NP_006606.1	NM_006615.2	Q6PIV8_HUMAN	Q6PIV8-1
NP_004102.1	NM_004111.5	Q6FHX6_HUMAN	Q6FHX6-1
NP_008844.1	NM_006913.3	A0A024RCQ4_HUMAN	A0A024RCQ4-1
XP_016855537.1	XM_017000048.1	D3DPZ7_HUMAN	D3DPZ7-1
XP_016855538.1	XM_017000049.1	D3DPZ7_HUMAN	D3DPZ7-1
NP_001033794.1	NM_001038705.1	Q2MKA6_HUMAN	Q2MKA6-1
NP_057017.1	NM_015933.5	A0A024R306_HUMAN	A0A024R306-1
NP_002701.1	NM_002710.3	A0A024RBP2_HUMAN	A0A024RBP2-1
NP_705895.1	NM_153631.2	A4D182_HUMAN	A4D182-1
NP_060695.2	NM_018225.2	A0MNN4_HUMAN	A0MNN4-1
NP_001180279.1	NM_001193350.1	A0A024RAL7_HUMAN	A0A024RAL7-1
NP_002388.2	NM_002397.4	A0A024RAL7_HUMAN	A0A024RAL7-1
XP_005248568.1	XM_005248511.2	A0A024RAL7_HUMAN	A0A024RAL7-1
XP_006714682.1	XM_006714619.2	A0A024RAL7_HUMAN	A0A024RAL7-1
XP_011541698.1	XM_011543396.2	A0A024RAL7_HUMAN	A0A024RAL7-1
NP_001161071.1	NM_001167599.2	B3KR54_HUMAN	B3KR54-1
NP_001161072.1	NM_001167600.2	B3KR54_HUMAN	B3KR54-1
NP_001161073.1	NM_001167601.2	B3KR54_HUMAN	B3KR54-1
NP_001161074.1	NM_001167602.2	B3KR54_HUMAN	B3KR54-1
XP_016884875.1	XM_017029386.1	A0A024RC13_HUMAN	A0A024RC13-1
NP_001229347.1	NM_001242418.1	Q5JPH5_HUMAN	Q5JPH5-1
NP_001295394.1	NM_001308465.2	A4ZKH2_HUMAN	A4ZKH2-1
NP_001295396.1	NM_001308467.2	A4ZKH2_HUMAN	A4ZKH2-1
NP_001295397.1	NM_001308468.2	A4ZKH2_HUMAN	A4ZKH2-1
NP_001295398.1	NM_001308469.2	A4ZKH2_HUMAN	A4ZKH2-1
NP_001295399.1	NM_001308470.2	A4ZKH2_HUMAN	A4ZKH2-1
NP_001295400.1	NM_001308471.2	A4ZKH2_HUMAN	A4ZKH2-1
NP_001295405.1	NM_001308476.2	A4ZKH2_HUMAN	A4ZKH2-1
NP_659731.1	NM_145109.2	Q6FI23_HUMAN	Q6FI23-1
NP_443732.3	NM_053006.4	A0ZT99_HUMAN	A0ZT99-1
NP_848029.2	NM_178339.2	Q8IVJ6_HUMAN	Q8IVJ6-1
NP_001308318.1	NM_001321389.1	A0A024R432_HUMAN	A0A024R432-1
NP_001308319.1	NM_001321390.1	A0A024R432_HUMAN	A0A024R432-1
NP_001308320.1	NM_001321391.1	A0A024R432_HUMAN	A0A024R432-1
NP_056495.3	NM_015680.5	A0A024R432_HUMAN	A0A024R432-1
NP_694987.1	NM_153255.4	A0A0S2Z662_HUMAN	A0A0S2Z662-1
XP_005268274.1	XM_005268217.1	B3KWK1_HUMAN	B3KWK1-1
NP_001129676.1	NM_001136204.2	A0A024RAC5_HUMAN	A0A024RAC5-1
NP_061185.1	NM_018715.3	A0A024RAC5_HUMAN	A0A024RAC5-1
NP_003900.1	NM_003909.4	A0A024R994_HUMAN	A0A024R994-1
XP_005251150.1	XM_005251093.4	A0A024R994_HUMAN	A0A024R994-1
XP_016869434.1	XM_017013945.1	A0A024R994_HUMAN	A0A024R994-1
NP_000850.1	NM_000859.2	A0A024RAP2_HUMAN	A0A024RAP2-1
XP_011541660.1	XM_011543358.1	A0A024RAP2_HUMAN	A0A024RAP2-1
NP_060547.2	NM_018077.2	A0A024R753_HUMAN	A0A024R753-1
NP_055735.1	NM_014920.3	A0A024RD59_HUMAN	A0A024RD59-1
NP_057597.2	NM_016513.4	A0A024RD59_HUMAN	A0A024RD59-1
XP_016865977.1	XM_017010488.1	A0A024RD59_HUMAN	A0A024RD59-1
XP_016865978.1	XM_017010489.1	A0A024RD59_HUMAN	A0A024RD59-1
XP_016865979.1	XM_017010490.1	A0A024RD59_HUMAN	A0A024RD59-1
XP_016865980.1	XM_017010491.1	A0A024RD59_HUMAN	A0A024RD59-1
XP_016865981.1	XM_017010492.1	A0A024RD59_HUMAN	A0A024RD59-1
NP_001034624.1	NM_001039535.2	A0A024R294_HUMAN	A0A024R294-1
NP_659497.1	NM_145060.3	A0A024R294_HUMAN	A0A024R294-1
NP_004661.2	NM_004670.3	Q5TB52_HUMAN	Q5TB52-1
NP_004188.1	NM_004197.1	A0A1U9X8L3_HUMAN	A0A1U9X8L3-1
NP_002913.3	NM_002922.3	A0A024R945_HUMAN	A0A024R945-1
NP_705720.1	NM_153500.1	A0A024RBQ3_HUMAN	A0A024RBQ3-1
XP_005253881.1	XM_005253824.3	A0A024RBQ3_HUMAN	A0A024RBQ3-1
NP_001263196.1	NM_001276267.1	B5M0B8_HUMAN	B5M0B8-1
NP_001263197.1	NM_001276268.1	B5M0B8_HUMAN	B5M0B8-1
XP_006720817.1	XM_006720754.1	B5M0B8_HUMAN	B5M0B8-1
XP_006720818.1	XM_006720755.1	B5M0B8_HUMAN	B5M0B8-1
NP_001275551.1	NM_001288622.1	A0A024R3W3_HUMAN	A0A024R3W3-1
NP_001275552.1	NM_001288623.1	A0A024R3W3_HUMAN	A0A024R3W3-1
NP_612477.3	NM_138468.5	A0A024R3W3_HUMAN	A0A024R3W3-1
XP_005248430.1	XM_005248373.3	D3DTC2_HUMAN	D3DTC2-1
NP_000084.3	NM_000093.4	A0A024R8E5_HUMAN	A0A024R8E5-1
XP_005274536.1	XM_005274479.2	A0A0K1JS24_HUMAN	A0A0K1JS24-1
NP_003457.1	NM_003466.3	R9W7C9_HUMAN	R9W7C9-1
NP_001019845.1	NM_001024674.2	B3KN83_HUMAN	B3KN83-1
NP_001186189.1	NM_001199260.1	A0A024R957_HUMAN	A0A024R957-1
NP_659471.1	NM_145034.4	A0A024R957_HUMAN	A0A024R957-1
XP_005244996.1	XM_005244939.4	A0A024R957_HUMAN	A0A024R957-1
XP_016855963.1	XM_017000474.1	A0A024R957_HUMAN	A0A024R957-1
XP_016855964.1	XM_017000475.1	A0A024R957_HUMAN	A0A024R957-1
NP_005682.2	NM_005691.3	A0A024RAV7_HUMAN	A0A024RAV7-1
XP_005253344.1	XM_005253287.4	A0A024RAV7_HUMAN	A0A024RAV7-1
NP_060505.2	NM_018035.2	A0A024R0K4_HUMAN	A0A024R0K4-1
NP_861968.1	NM_181830.2	A0A024R1D9_HUMAN	A0A024R1D9-1
NP_861969.1	NM_181831.2	A0A024R1D9_HUMAN	A0A024R1D9-1
NP_004896.1	NM_004905.2	V9HWC7_HUMAN	V9HWC7-1
NP_065130.1	NM_020397.3	Q5SQQ7_HUMAN	Q5SQQ7-1
NP_705718.1	NM_153498.3	Q5SQQ7_HUMAN	Q5SQQ7-1
NP_001094891.3	NM_001101421.3	B4DNW6_HUMAN	B4DNW6-1
NP_073562.1	NM_022725.3	A3KME0_HUMAN	A3KME0-1
NP_542400.2	NM_080669.5	A0A024QZ15_HUMAN	A0A024QZ15-1
NP_001253.1	NM_001262.2	Q6ICV4_HUMAN	Q6ICV4-1
NP_523240.1	NM_078626.2	Q6ICV4_HUMAN	Q6ICV4-1
NP_001342.2	NM_001351.3	A0A140VK77_HUMAN	A0A140VK77-1
NP_001191227.1	NM_001204298.1	A0A024RBR7_HUMAN	A0A024RBR7-1
NP_689650.1	NM_152437.2	A0A024RBR7_HUMAN	A0A024RBR7-1
XP_011511416.1	XM_011513114.2	D3DNQ1_HUMAN	D3DNQ1-1
NP_001288752.1	NM_001301823.1	D3DPR0_HUMAN	D3DPR0-1
NP_001288753.1	NM_001301824.1	D3DPR0_HUMAN	D3DPR0-1
XP_005270464.1	XM_005270407.1	D3DPR0_HUMAN	D3DPR0-1
XP_016855657.1	XM_017000168.1	D3DPR0_HUMAN	D3DPR0-1
XP_016855658.1	XM_017000169.1	D3DPR0_HUMAN	D3DPR0-1
XP_016855659.1	XM_017000170.1	D3DPR0_HUMAN	D3DPR0-1
XP_016855660.1	XM_017000171.1	D3DPR0_HUMAN	D3DPR0-1
XP_016855661.1	XM_017000172.1	D3DPR0_HUMAN	D3DPR0-1
XP_016855662.1	XM_017000173.1	D3DPR0_HUMAN	D3DPR0-1
XP_016855664.1	XM_017000175.1	D3DPR0_HUMAN	D3DPR0-1
NP_001316544.1	NM_001329615.1	A0A024R5X1_HUMAN	A0A024R5X1-1
NP_006040.1	NM_006049.3	A0A024R5X1_HUMAN	A0A024R5X1-1
NP_003013.1	NM_003022.2	V9HW48_HUMAN	V9HW48-1
NP_001287988.1	NM_001301059.1	A0A024R0W2_HUMAN	A0A024R0W2-1
NP_002692.2	NM_002701.5	D2IYK3_HUMAN	D2IYK3-1
NP_057738.1	NM_016654.4	A0A024R5X6_HUMAN	A0A024R5X6-1
XP_016877542.1	XM_017022053.1	A0A024R5X6_HUMAN	A0A024R5X6-1
NP_039247.1	NM_013953.3	A0A024R4X8_HUMAN	A0A024R4X8-1
NP_113639.4	NM_031451.4	A0A024R0T7_HUMAN	A0A024R0T7-1
NP_001269622.1	NM_001282693.1	A0A024R934_HUMAN	A0A024R934-1
NP_002012.1	NM_002021.2	A0A024R934_HUMAN	A0A024R934-1
NP_004239.1	NM_004248.2	A5JUU5_HUMAN	A5JUU5-1
NP_003096.1	NM_003105.5	A0A024R3H2_HUMAN	A0A024R3H2-1
XP_005252715.1	XM_005252658.3	D3DRG7_HUMAN	D3DRG7-1
XP_011537427.1	XM_011539125.2	D3DRG7_HUMAN	D3DRG7-1
XP_016870971.1	XM_017015482.1	D3DRG7_HUMAN	D3DRG7-1
XP_016870972.1	XM_017015483.1	D3DRG7_HUMAN	D3DRG7-1
NP_001284677.1	NM_001297748.1	B3KRP6_HUMAN	B3KRP6-1
NP_001171511.1	NM_001178040.1	Q53YE2_HUMAN	Q53YE2-1
NP_004168.1	NM_004177.4	Q53YE2_HUMAN	Q53YE2-1
XP_005274252.1	XM_005274195.3	Q53YE2_HUMAN	Q53YE2-1
XP_006720616.1	XM_006720553.3	A0A024R5Q6_HUMAN	A0A024R5Q6-1
XP_011521117.1	XM_011522815.1	A0A0H5AUJ9_HUMAN	A0A0H5AUJ9-1
NP_001272331.1	NM_001285402.1	F1T0C0_HUMAN	F1T0C0-1
XP_005255196.1	XM_005255139.2	A0A024QZB6_HUMAN	A0A024QZB6-1
XP_005255197.1	XM_005255140.2	A0A024QZB6_HUMAN	A0A024QZB6-1
NP_001295366.1	NM_001308437.1	B7ZLS6_HUMAN	B7ZLS6-1
XP_016882136.1	XM_017026647.1	B7ZLS6_HUMAN	B7ZLS6-1
NP_055034.2	NM_014219.2	Q6H2H0_HUMAN	Q6H2H0-1
XP_016856907.1	XM_017001418.1	B3KP04_HUMAN	B3KP04-1
XP_016856908.1	XM_017001419.1	B3KP04_HUMAN	B3KP04-1
NP_689639.2	NM_152426.3	B2CML4_HUMAN	B2CML4-1
NP_114161.3	NM_031955.5	A0A140VJV8_HUMAN	A0A140VJV8-1
NP_055162.1	NM_014347.2	A0A024R4R8_HUMAN	A0A024R4R8-1
XP_011543395.1	XM_011545093.2	A0A024R5F8_HUMAN	A0A024R5F8-1
NP_036444.1	NM_012312.4	K7R1S5_HUMAN	K7R1S5-1
XP_016885764.1	XM_017030275.1	K7R1S5_HUMAN	K7R1S5-1
NP_036499.1	NM_012367.1	A0A126GW55_HUMAN	A0A126GW55-1
NP_001119603.1	NM_001126131.1	E5KNU5_HUMAN	E5KNU5-1
NP_002684.1	NM_002693.2	E5KNU5_HUMAN	E5KNU5-1
NP_001317452.1	NM_001330523.1	J3QL32_HUMAN	J3QL32-1
NP_001273731.1	NM_001286802.1	S4R338_HUMAN	S4R338-1
NP_001273732.1	NM_001286803.1	S4R338_HUMAN	S4R338-1
XP_005251996.1	XM_005251939.3	S4R338_HUMAN	S4R338-1
XP_016870131.1	XM_017014642.1	S4R338_HUMAN	S4R338-1
NP_057001.1	NM_015917.2	Q6FII1_HUMAN	Q6FII1-1
NP_000630.1	NM_000639.2	Q53ZZ1_HUMAN	Q53ZZ1-1
NP_689511.2	NM_152298.3	Q5T626_HUMAN	Q5T626-1
NP_001018006.1	NM_001018006.1	D9YZV5_HUMAN	D9YZV5-1
NP_079148.2	NM_024872.2	A0A024R7M5_HUMAN	A0A024R7M5-1
NP_001856.2	NM_001865.3	H0UI06_HUMAN	H0UI06-1
NP_002679.2	NM_002688.5	X5DNA9_HUMAN	X5DNA9-1
NP_000042.3	NM_000051.3	A0A024R3C7_HUMAN	A0A024R3C7-1
XP_005271618.2	XM_005271561.4	A0A024R3C7_HUMAN	A0A024R3C7-1
XP_005271619.2	XM_005271562.4	A0A024R3C7_HUMAN	A0A024R3C7-1
XP_006718906.1	XM_006718843.3	A0A024R3C7_HUMAN	A0A024R3C7-1
XP_011541142.1	XM_011542840.2	A0A024R3C7_HUMAN	A0A024R3C7-1
XP_016873278.1	XM_017017789.1	A0A024R3C7_HUMAN	A0A024R3C7-1
XP_016873279.1	XM_017017790.1	A0A024R3C7_HUMAN	A0A024R3C7-1
NP_001265445.1	NM_001278516.1	Q68DC0_HUMAN	Q68DC0-1
NP_001156365.1	NM_001162893.1	J3QR46_HUMAN	J3QR46-1
NP_001156366.1	NM_001162894.1	J3QR46_HUMAN	J3QR46-1
NP_001156367.1	NM_001162895.1	J3QR46_HUMAN	J3QR46-1
NP_001306159.1	NM_001319230.1	J3QR46_HUMAN	J3QR46-1
NP_001306160.1	NM_001319231.1	J3QR46_HUMAN	J3QR46-1
NP_055471.2	NM_014656.2	J3QR46_HUMAN	J3QR46-1
XP_016858400.1	XM_017002911.1	J3QR46_HUMAN	J3QR46-1
NP_001186671.1	NM_001199742.1	A5JUZ3_HUMAN	A5JUZ3-1
NP_001007157.1	NM_001007156.2	Q96CY4_HUMAN	Q96CY4-1
XP_011519939.1	XM_011521637.2	Q96CY4_HUMAN	Q96CY4-1
NP_000899.1	NM_000908.3	Q60I31_HUMAN	Q60I31-1
NP_001306779.1	NM_001319850.1	J3KPQ4_HUMAN	J3KPQ4-1
NP_001248752.1	NM_001261823.1	B4E1H0_HUMAN	B4E1H0-1
NP_001288637.1	NM_001301708.1	M0R0U8_HUMAN	M0R0U8-1
NP_001310885.1	NM_001323956.1	A6PVK0_HUMAN	A6PVK0-1
NP_001310887.1	NM_001323958.1	A6PVK0_HUMAN	A6PVK0-1
XP_016883083.1	XM_017027594.1	A6PVK0_HUMAN	A6PVK0-1
XP_016883084.1	XM_017027595.1	A6PVK0_HUMAN	A6PVK0-1
NP_001278830.1	NM_001291901.1	J3KQA0_HUMAN	J3KQA0-1
XP_005269170.1	XM_005269113.2	J3KQA0_HUMAN	J3KQA0-1
XP_006719639.1	XM_006719576.1	J3KQA0_HUMAN	J3KQA0-1
NP_001289307.1	NM_001302378.1	A0A024R2H4_HUMAN	A0A024R2H4-1
NP_071735.2	NM_022340.3	A0A024R2H4_HUMAN	A0A024R2H4-1
XP_005265441.1	XM_005265384.4	A0A024R2H4_HUMAN	A0A024R2H4-1
XP_005265442.1	XM_005265385.4	A0A024R2H4_HUMAN	A0A024R2H4-1
XP_016862512.1	XM_017007023.1	A0A024R2H4_HUMAN	A0A024R2H4-1
NP_001242943.1	NM_001256014.1	K7ERB6_HUMAN	K7ERB6-1
NP_058642.1	NM_016946.5	Q6FIB4_HUMAN	Q6FIB4-1
NP_001304891.1	NM_001317962.1	B4DJV5_HUMAN	B4DJV5-1
XP_016884923.1	XM_017029434.1	B7Z248_HUMAN	B7Z248-1
XP_011515514.1	XM_011517212.2	E9PBI9_HUMAN	E9PBI9-1
XP_005249090.1	XM_005249033.2	Q5TIA5_HUMAN	Q5TIA5-1
NP_005359.1	NM_005368.2	A0A1K0FU49_HUMAN	A0A1K0FU49-1
NP_976311.1	NM_203377.1	A0A1K0FU49_HUMAN	A0A1K0FU49-1
NP_976312.1	NM_203378.1	A0A1K0FU49_HUMAN	A0A1K0FU49-1
XP_005261662.1	XM_005261605.2	A0A1K0FU49_HUMAN	A0A1K0FU49-1
NP_001309745.1	NM_001322816.1	G5E9P6_HUMAN	G5E9P6-1
XP_011527194.1	XM_011528892.2	Q8N3P8_HUMAN	Q8N3P8-1
XP_016883423.1	XM_017027934.1	Q8N3P8_HUMAN	Q8N3P8-1
NP_849159.2	NM_178837.4	A0A0A0MS19_HUMAN	A0A0A0MS19-1
NP_001269156.1	NM_001282227.1	B4E3Q4_HUMAN	B4E3Q4-1
NP_001269157.1	NM_001282228.1	B4E3Q4_HUMAN	B4E3Q4-1
NP_803124.1	NM_177405.2	B4E3Q4_HUMAN	B4E3Q4-1
NP_001304963.1	NM_001318034.1	G4Y816_HUMAN	G4Y816-1
NP_001304965.1	NM_001318036.1	G4Y816_HUMAN	G4Y816-1
NP_066357.2	NM_021029.5	J3KQN4_HUMAN	J3KQN4-1
NP_001317584.1	NM_001330655.1	B4DYP1_HUMAN	B4DYP1-1
XP_011539460.1	XM_011541158.1	B4DYP1_HUMAN	B4DYP1-1
NP_001230177.1	NM_001243248.1	B7Z6Q0_HUMAN	B7Z6Q0-1
NP_001230178.1	NM_001243249.1	B7Z6Q0_HUMAN	B7Z6Q0-1
XP_011523462.1	XM_011525160.1	A0A087WZC2_HUMAN	A0A087WZC2-1
NP_001273319.1	NM_001286390.1	A0A087X0S3_HUMAN	A0A087X0S3-1
NP_001295173.1	NM_001308244.1	D7R525_HUMAN	D7R525-1
XP_016865132.1	XM_017009643.1	D7R525_HUMAN	D7R525-1
NP_001307114.1	NM_001320185.1	A0A0A0MRN4_HUMAN	A0A0A0MRN4-1
NP_001271325.1	NM_001284396.1	B4E3E2_HUMAN	B4E3E2-1
XP_016877906.1	XM_017022417.1	B4E3E2_HUMAN	B4E3E2-1
NP_001273452.1	NM_001286523.1	S6FRS6_HUMAN	S6FRS6-1
NP_001276117.1	NM_001289188.1	B4DMN2_HUMAN	B4DMN2-1
NP_001276118.1	NM_001289189.1	B4DMN2_HUMAN	B4DMN2-1
NP_001276119.1	NM_001289190.1	B4DMN2_HUMAN	B4DMN2-1
NP_001276120.1	NM_001289191.1	B4DMN2_HUMAN	B4DMN2-1
NP_001276121.1	NM_001289192.1	B4DMN2_HUMAN	B4DMN2-1
NP_061145.2	NM_018675.2	B4DMN2_HUMAN	B4DMN2-1
XP_011525413.1	XM_011527111.2	B4DMN2_HUMAN	B4DMN2-1
XP_016882475.1	XM_017026986.1	B4DMN2_HUMAN	B4DMN2-1
NP_001258640.1	NM_001271711.1	Q5VVV9_HUMAN	Q5VVV9-1
NP_001317429.1	NM_001330500.1	H3BMP2_HUMAN	H3BMP2-1
NP_001269679.1	NM_001282750.1	B4DYM4_HUMAN	B4DYM4-1
NP_000979.1	NM_000988.3	A0A024R1V4_HUMAN	A0A024R1V4-1
NP_001308980.1	NM_001322051.1	F5GWI4_HUMAN	F5GWI4-1
NP_002516.2	NM_002525.2	B1AKJ5_HUMAN	B1AKJ5-1
NP_246273.2	NM_033437.3	G5E9C5_HUMAN	G5E9C5-1
NP_001092875.1	NM_001099405.1	E9PG18_HUMAN	E9PG18-1
NP_001124332.1	NM_001130860.3	A0A0C4DG76_HUMAN	A0A0C4DG76-1
NP_001269523.1	NM_001282594.1	B4DW98_HUMAN	B4DW98-1
XP_005270262.1	XM_005270205.1	Q5SWX3_HUMAN	Q5SWX3-1
NP_001281276.1	NM_001294347.1	E9PP49_HUMAN	E9PP49-1
NP_001317176.1	NM_001330247.1	B4DDB6_HUMAN	B4DDB6-1
NP_001317177.1	NM_001330248.1	B4DDB6_HUMAN	B4DDB6-1
NP_001012680.1	NM_001012662.2	J3KPF3_HUMAN	J3KPF3-1
XP_016865449.1	XM_017009960.1	B4DMI0_HUMAN	B4DMI0-1
NP_001275663.1	NM_001288734.1	B4E107_HUMAN	B4E107-1
NP_001275664.1	NM_001288735.1	B4E107_HUMAN	B4E107-1
NP_002778.1	NM_002787.4	A0A024RA52_HUMAN	A0A024RA52-1
NP_001137478.1	NM_001144006.2	B3KTY4_HUMAN	B3KTY4-1
NP_001137480.1	NM_001144008.2	B3KTY4_HUMAN	B3KTY4-1
NP_001137481.1	NM_001144009.2	B3KTY4_HUMAN	B3KTY4-1
NP_001137482.1	NM_001144010.2	B3KTY4_HUMAN	B3KTY4-1
NP_115928.1	NM_032539.4	B3KTY4_HUMAN	B3KTY4-1
NP_001273983.1	NM_001287054.2	E9PC66_HUMAN	E9PC66-1
NP_001333509.1	NM_001346580.1	E9PC66_HUMAN	E9PC66-1
NP_001295085.1	NM_001308156.1	E9PFX0_HUMAN	E9PFX0-1
NP_001284361.1	NM_001297432.1	B4DVN3_HUMAN	B4DVN3-1
NP_001307672.1	NM_001320743.1	I3L232_HUMAN	I3L232-1
NP_001291458.1	NM_001304529.1	G3V121_HUMAN	G3V121-1
NP_001284696.1	NM_001297767.1	D6RCM2_HUMAN	D6RCM2-1
NP_542157.2	NM_080590.3	A0A0X1KG78_HUMAN	A0A0X1KG78-1
NP_001278551.1	NM_001291622.1	K7EJR9_HUMAN	K7EJR9-1
NP_001278552.1	NM_001291623.1	K7EJR9_HUMAN	K7EJR9-1
NP_061128.2	NM_018658.2	K7EJR9_HUMAN	K7EJR9-1
NP_733937.2	NM_170741.2	K7EJR9_HUMAN	K7EJR9-1
NP_733938.2	NM_170742.2	K7EJR9_HUMAN	K7EJR9-1
XP_005257394.1	XM_005257337.4	K7EJR9_HUMAN	K7EJR9-1
XP_006721948.1	XM_006721885.3	K7EJR9_HUMAN	K7EJR9-1
XP_006721949.1	XM_006721886.3	K7EJR9_HUMAN	K7EJR9-1
XP_006721950.1	XM_006721887.3	K7EJR9_HUMAN	K7EJR9-1
XP_016880098.1	XM_017024609.1	K7EJR9_HUMAN	K7EJR9-1
XP_016880099.1	XM_017024610.1	K7EJR9_HUMAN	K7EJR9-1
XP_016880100.1	XM_017024611.1	K7EJR9_HUMAN	K7EJR9-1
XP_016880101.1	XM_017024612.1	K7EJR9_HUMAN	K7EJR9-1
NP_001317345.1	NM_001330416.1	B2R9U8_HUMAN	B2R9U8-1
NP_006002.1	NM_006011.3	B2R9U8_HUMAN	B2R9U8-1
NP_001287744.1	NM_001300815.1	K7EPM4_HUMAN	K7EPM4-1
XP_016881726.1	XM_017026237.1	K7EPM4_HUMAN	K7EPM4-1
NP_116741.2	NM_032965.5	A0A0B4J2E2_HUMAN	A0A0B4J2E2-1
XP_005265488.1	XM_005265431.4	B7Z306_HUMAN	B7Z306-1
XP_005247967.1	XM_005247910.3	C9JNI2_HUMAN	C9JNI2-1
NP_001317301.1	NM_001330372.1	H3BPB8_HUMAN	H3BPB8-1
NP_060361.4	NM_017891.4	A0A024R082_HUMAN	A0A024R082-1
NP_001308083.1	NM_001321154.1	B3KW44_HUMAN	B3KW44-1
NP_001308084.1	NM_001321155.1	B3KW44_HUMAN	B3KW44-1
NP_001308085.1	NM_001321156.1	B3KW44_HUMAN	B3KW44-1
NP_001308086.1	NM_001321157.1	B3KW44_HUMAN	B3KW44-1
NP_001308088.1	NM_001321159.1	B3KW44_HUMAN	B3KW44-1
NP_079046.2	NM_024770.4	B3KW44_HUMAN	B3KW44-1
NP_000750.1	NM_000759.3	Q8N4W3_HUMAN	Q8N4W3-1
NP_001171618.1	NM_001178147.1	Q8N4W3_HUMAN	Q8N4W3-1
NP_757373.1	NM_172219.2	Q8N4W3_HUMAN	Q8N4W3-1
NP_757374.2	NM_172220.2	Q8N4W3_HUMAN	Q8N4W3-1
NP_001231001.1	NM_001244072.1	B4DH95_HUMAN	B4DH95-1
NP_001309179.1	NM_001322250.1	B4DHE8_HUMAN	B4DHE8-1
NP_001269947.1	NM_001283018.1	A0A087WZQ7_HUMAN	A0A087WZQ7-1
NP_002157.2	NM_002166.4	Q53T66_HUMAN	Q53T66-1
NP_001304734.1	NM_001317805.1	G3XAN4_HUMAN	G3XAN4-1
XP_005251524.1	XM_005251467.2	Q5VW26_HUMAN	Q5VW26-1
NP_001193470.1	NM_001206541.2	B1AK85_HUMAN	B1AK85-1
NP_001303674.1	NM_001316745.1	B8ZZB3_HUMAN	B8ZZB3-1
NP_938051.1	NM_198309.3	A0A0C4DGY3_HUMAN	A0A0C4DGY3-1
XP_006720098.1	XM_006720035.1	A0A0C4DGY3_HUMAN	A0A0C4DGY3-1
NP_001273282.1	NM_001286353.2	B4DNG0_HUMAN	B4DNG0-1
NP_001075106.2	NM_001081637.2	A0A087WSV6_HUMAN	A0A087WSV6-1
NP_001137432.1	NM_001143960.2	C9JBF1_HUMAN	C9JBF1-1
NP_001303246.1	NM_001316317.1	C9JBF1_HUMAN	C9JBF1-1
XP_016859456.1	XM_017003967.1	C9JBF1_HUMAN	C9JBF1-1
NP_001242950.1	NM_001256021.1	H9ME53_HUMAN	H9ME53-1
XP_016865235.1	XM_017009746.1	Q8IVM9_HUMAN	Q8IVM9-1
NP_001287945.1	NM_001301016.2	B7Z4B8_HUMAN	B7Z4B8-1
NP_001295207.1	NM_001308278.1	B4DFJ8_HUMAN	B4DFJ8-1
NP_001275892.1	NM_001288963.1	W4VSQ9_HUMAN	W4VSQ9-1
NP_001277046.1	NM_001290117.1	B4DDK6_HUMAN	B4DDK6-1
NP_001277047.1	NM_001290118.1	B4DDK6_HUMAN	B4DDK6-1
NP_001316986.1	NM_001330057.1	J3QKD2_HUMAN	J3QKD2-1
XP_016866305.1	XM_017010816.1	Q5RJ85_HUMAN	Q5RJ85-1
NP_001288802.1	NM_001301873.1	A0N0Q3_HUMAN	A0N0Q3-1
NP_001288803.1	NM_001301874.1	A0N0Q3_HUMAN	A0N0Q3-1
NP_683513.1	NM_148672.3	A0N0Q3_HUMAN	A0N0Q3-1
NP_001288104.1	NM_001301175.1	B3KUS5_HUMAN	B3KUS5-1
XP_006719716.1	XM_006719653.3	B3KUS5_HUMAN	B3KUS5-1
